43;Drake Aikin;1997-10-12 00:00:00.0000000;2021-10-19 00:00:00.0000000;1;0;8
44;Gail Costar;1994-07-30 00:00:00.0000000;2013-10-08 00:00:00.0000000;0;0;10
45;Marissa Elvins;1996-04-17 00:00:00.0000000;2012-08-01 00:00:00.0000000;0;1;5
46;Tripp Willoughby;1997-07-17 00:00:00.0000000;2023-07-22 00:00:00.0000000;1;0;9
47;Manda Bostick;1995-03-14 00:00:00.0000000;2013-10-10 00:00:00.0000000;1;1;10
48;Sula Duchart;1993-02-02 00:00:00.0000000;2020-07-07 00:00:00.0000000;1;0;3
49;Sigfrid Angeli;1992-12-20 00:00:00.0000000;2022-10-08 00:00:00.0000000;1;0;10
50;Krista Fullman;2000-08-25 00:00:00.0000000;2011-02-25 00:00:00.0000000;0;0;13
51;Jackelyn Studde;2000-12-03 00:00:00.0000000;2020-05-27 00:00:00.0000000;0;1;4
52;Thebault Mulqueen;1995-09-27 00:00:00.0000000;2012-07-12 00:00:00.0000000;0;1;13
53;Arnuad Hamlin;1995-12-26 00:00:00.0000000;2011-11-28 00:00:00.0000000;0;1;9
54;Colby Evins;1992-08-28 00:00:00.0000000;2012-06-21 00:00:00.0000000;0;0;3
55;Timi Dwire;1997-11-09 00:00:00.0000000;2018-06-21 00:00:00.0000000;1;1;14
56;Albertina Readett;1993-03-04 00:00:00.0000000;2013-12-27 00:00:00.0000000;1;0;3
57;Lenette Wayland;1996-03-27 00:00:00.0000000;2017-07-12 00:00:00.0000000;0;0;4
58;Frayda Eldin;1994-09-03 00:00:00.0000000;2013-08-10 00:00:00.0000000;1;0;13
59;Leonhard Etheredge;1993-06-19 00:00:00.0000000;2020-04-22 00:00:00.0000000;0;1;5
60;Melisenda Havoc;1992-12-24 00:00:00.0000000;2017-02-26 00:00:00.0000000;0;1;4
61;Kelcey Lashmar;1996-05-10 00:00:00.0000000;2021-03-16 00:00:00.0000000;1;0;10
62;Nathanael MacKerley;1998-08-23 00:00:00.0000000;2019-11-30 00:00:00.0000000;0;0;8
63;Marna Livens;1993-04-10 00:00:00.0000000;2010-09-21 00:00:00.0000000;1;0;12
64;Morly Espin;2001-03-02 00:00:00.0000000;2016-09-12 00:00:00.0000000;1;1;13
65;Laurena Lyness;1994-07-12 00:00:00.0000000;2015-05-11 00:00:00.0000000;1;1;8
66;Lynnet MacKissack;1993-11-19 00:00:00.0000000;2012-10-13 00:00:00.0000000;0;0;10
67;Arman Weedall;1999-07-08 00:00:00.0000000;2023-02-03 00:00:00.0000000;0;0;14
68;Kathryne Kirkland;1996-08-13 00:00:00.0000000;2010-12-24 00:00:00.0000000;1;1;14
69;Reine McCaster;2003-05-31 00:00:00.0000000;2017-07-30 00:00:00.0000000;0;1;3
70;Florri Lavens;1996-01-04 00:00:00.0000000;2022-03-19 00:00:00.0000000;1;0;6
71;Antons Deschlein;1994-08-01 00:00:00.0000000;2011-08-09 00:00:00.0000000;0;0;10
72;Betsy Ding;1994-08-19 00:00:00.0000000;2018-07-30 00:00:00.0000000;1;1;12
73;Nalani Cornels;2001-05-25 00:00:00.0000000;2023-05-20 00:00:00.0000000;1;1;6
74;Yelena Esmonde;1991-12-24 00:00:00.0000000;2013-06-22 00:00:00.0000000;0;0;4
75;Rivalee Pomfrey;1995-11-02 00:00:00.0000000;2013-09-07 00:00:00.0000000;1;0;4
76;Tiebout Ivashnyov;1996-01-07 00:00:00.0000000;2016-09-16 00:00:00.0000000;0;0;9
77;Yorgos Ship;1995-05-02 00:00:00.0000000;2013-01-04 00:00:00.0000000;0;1;6
78;Kipper O'Bradden;1998-05-17 00:00:00.0000000;2020-01-10 00:00:00.0000000;1;1;10
79;Carver Mathevon;1998-03-19 00:00:00.0000000;2012-06-06 00:00:00.0000000;1;1;2
80;Rosamund Healy;1992-03-25 00:00:00.0000000;2013-10-17 00:00:00.0000000;1;0;3
81;Galvin Hennemann;1995-06-12 00:00:00.0000000;2019-08-17 00:00:00.0000000;1;0;5
82;Valentina Maffulli;1998-12-11 00:00:00.0000000;2013-04-22 00:00:00.0000000;0;0;4
83;Gian Bernardini;1994-09-02 00:00:00.0000000;2021-10-01 00:00:00.0000000;1;1;9
84;Meade Piscopo;1998-08-03 00:00:00.0000000;2023-02-27 00:00:00.0000000;1;0;14
85;Stevy Hamlin;1997-07-25 00:00:00.0000000;2014-11-11 00:00:00.0000000;1;0;2
86;Josefina Paunsford;1997-10-29 00:00:00.0000000;2014-11-13 00:00:00.0000000;0;1;2
87;Vivianne Brundle;2001-12-15 00:00:00.0000000;2012-02-11 00:00:00.0000000;1;0;9
88;Claudian Opdenorth;2000-09-19 00:00:00.0000000;2019-11-24 00:00:00.0000000;1;0;14
89;Bastien Agglione;1996-06-12 00:00:00.0000000;2011-09-28 00:00:00.0000000;0;1;13
90;Chelsey Snelman;1992-11-27 00:00:00.0000000;2013-12-04 00:00:00.0000000;0;0;5
91;Maudie Seston;1993-06-10 00:00:00.0000000;2023-06-17 00:00:00.0000000;1;0;13
92;Maxim Hannum;2003-01-28 00:00:00.0000000;2017-04-05 00:00:00.0000000;0;0;3
93;Prudence Isakov;1991-08-28 00:00:00.0000000;2022-12-11 00:00:00.0000000;1;0;3
94;Jillane Grollmann;1991-05-28 00:00:00.0000000;2014-03-16 00:00:00.0000000;1;0;14
95;Riley Fairs;1993-08-06 00:00:00.0000000;2014-07-23 00:00:00.0000000;0;1;2
96;Malcolm Aronoff;1994-01-04 00:00:00.0000000;2018-10-15 00:00:00.0000000;0;0;4
97;Abbe Pickworth;1996-11-19 00:00:00.0000000;2012-02-21 00:00:00.0000000;0;1;10
98;Shellysheldon Hoffner;1991-08-30 00:00:00.0000000;2019-04-02 00:00:00.0000000;1;1;4
99;Cammie Gregs;1992-12-04 00:00:00.0000000;2015-01-19 00:00:00.0000000;1;1;6
100;Wilfrid Winger;1995-09-05 00:00:00.0000000;2015-01-11 00:00:00.0000000;1;1;9
101;Ronnie Bouller;1996-11-09 00:00:00.0000000;2023-07-27 00:00:00.0000000;1;0;14
102;Esta McFaell;1997-07-26 00:00:00.0000000;2018-11-15 00:00:00.0000000;0;0;4
103;Weidar Verbrugge;1998-02-01 00:00:00.0000000;2020-05-02 00:00:00.0000000;0;1;3
104;Joete Wyleman;1990-12-02 00:00:00.0000000;2017-10-09 00:00:00.0000000;0;0;10
105;Ebony Nozzolii;1998-06-18 00:00:00.0000000;2012-08-06 00:00:00.0000000;0;0;4
106;Katine Digweed;1995-08-04 00:00:00.0000000;2011-02-17 00:00:00.0000000;1;1;8
107;Malanie Ardling;1991-10-27 00:00:00.0000000;2017-05-29 00:00:00.0000000;0;1;3
108;Samson Mattheis;1994-02-26 00:00:00.0000000;2012-02-05 00:00:00.0000000;0;0;8
109;Bryn Forten;1990-10-25 00:00:00.0000000;2022-06-26 00:00:00.0000000;0;1;2
110;Jessee Summerscales;2002-03-14 00:00:00.0000000;2018-06-05 00:00:00.0000000;0;1;2
111;Von Culpen;2003-05-08 00:00:00.0000000;2023-06-06 00:00:00.0000000;0;1;6
112;Licha Dalyiel;2000-08-24 00:00:00.0000000;2011-02-16 00:00:00.0000000;1;1;5
113;Kai Leadston;2000-04-24 00:00:00.0000000;2014-12-19 00:00:00.0000000;1;1;9
114;Kellen Faustian;1990-10-13 00:00:00.0000000;2013-08-04 00:00:00.0000000;1;0;3
115;Thatch Koeppke;1996-08-02 00:00:00.0000000;2017-08-21 00:00:00.0000000;0;0;9
116;Efrem Forten;2000-05-09 00:00:00.0000000;2013-03-22 00:00:00.0000000;1;0;4
117;Anestassia Hewins;2002-07-25 00:00:00.0000000;2022-09-02 00:00:00.0000000;1;0;12
118;Coretta Hollingsbee;1995-02-23 00:00:00.0000000;2013-12-22 00:00:00.0000000;1;1;10
119;Kitti Camies;1990-10-23 00:00:00.0000000;2019-06-07 00:00:00.0000000;1;1;2
120;Stella Shailer;1995-02-16 00:00:00.0000000;2020-01-16 00:00:00.0000000;0;1;14
121;Lannie Bruckstein;1996-04-17 00:00:00.0000000;2016-03-12 00:00:00.0000000;0;1;13
122;Elia Sanderson;1998-02-17 00:00:00.0000000;2020-10-04 00:00:00.0000000;0;0;12
123;Nadean Kleinsinger;1996-09-04 00:00:00.0000000;2016-01-31 00:00:00.0000000;0;0;3
124;Adolph Chatters;1998-08-14 00:00:00.0000000;2017-06-16 00:00:00.0000000;1;1;10
125;Adolpho Kilbey;2002-03-12 00:00:00.0000000;2013-04-01 00:00:00.0000000;1;1;4
126;Grayce Wilkison;1991-08-28 00:00:00.0000000;2022-02-07 00:00:00.0000000;0;0;12
127;Rona Gerrish;1997-12-30 00:00:00.0000000;2023-03-02 00:00:00.0000000;0;1;13
128;Ynes Pearce;1990-12-04 00:00:00.0000000;2015-08-16 00:00:00.0000000;0;0;13
129;Sharyl Grelik;1993-11-18 00:00:00.0000000;2018-07-14 00:00:00.0000000;1;0;10
130;Rob Annott;1990-10-17 00:00:00.0000000;2021-01-12 00:00:00.0000000;1;1;10
131;Etan Mullin;1999-10-07 00:00:00.0000000;2014-03-14 00:00:00.0000000;0;1;14
132;Kaleena Celli;1993-11-25 00:00:00.0000000;2019-01-27 00:00:00.0000000;0;0;8
133;Wynn Nunnery;2001-11-22 00:00:00.0000000;2019-02-21 00:00:00.0000000;0;0;12
134;Toni Shorton;1992-06-20 00:00:00.0000000;2011-01-06 00:00:00.0000000;0;0;10
135;Andria Leivers;1992-12-31 00:00:00.0000000;2022-07-05 00:00:00.0000000;1;0;14
136;Diarmid Farge;1992-11-17 00:00:00.0000000;2023-07-01 00:00:00.0000000;0;1;10
137;Anne Klink;2000-04-02 00:00:00.0000000;2016-02-26 00:00:00.0000000;1;1;2
138;Rhonda Claypole;1994-10-23 00:00:00.0000000;2014-12-11 00:00:00.0000000;1;1;14
139;Honey Lanchberry;1996-11-01 00:00:00.0000000;2015-12-16 00:00:00.0000000;1;1;9
140;Fax Ferencowicz;1995-05-01 00:00:00.0000000;2018-08-31 00:00:00.0000000;0;1;12
141;Paul Kenzie;1991-11-03 00:00:00.0000000;2014-02-06 00:00:00.0000000;1;1;12
142;Rosalie Jager;1995-11-12 00:00:00.0000000;2023-04-23 00:00:00.0000000;0;0;14
143;Corny Kingston;2003-08-12 00:00:00.0000000;2017-04-08 00:00:00.0000000;1;1;6
144;Cornela Ghirigori;2003-06-23 00:00:00.0000000;2014-06-27 00:00:00.0000000;0;0;8
145;Jim Allchorn;2000-07-22 00:00:00.0000000;2022-03-07 00:00:00.0000000;1;0;6
146;Dede Tessier;1991-11-12 00:00:00.0000000;2011-07-25 00:00:00.0000000;0;0;8
147;Peg Bownd;1991-08-04 00:00:00.0000000;2019-05-05 00:00:00.0000000;0;1;9
148;Gabie Scrace;1998-07-20 00:00:00.0000000;2012-12-10 00:00:00.0000000;1;0;2
149;Agnella Bodycomb;1990-10-13 00:00:00.0000000;2013-12-07 00:00:00.0000000;1;0;10
150;Ellie Tillyer;2003-07-02 00:00:00.0000000;2015-10-24 00:00:00.0000000;0;1;5
151;Tally Coulthurst;1999-12-12 00:00:00.0000000;2015-09-30 00:00:00.0000000;1;1;3
152;Rockie Parley;2002-01-16 00:00:00.0000000;2015-07-15 00:00:00.0000000;0;1;13
153;Mendy Pirkis;1997-05-12 00:00:00.0000000;2018-06-01 00:00:00.0000000;0;0;9
154;Veronique Wardington;1997-06-23 00:00:00.0000000;2014-10-06 00:00:00.0000000;0;0;2
155;Crista Leckie;1998-03-16 00:00:00.0000000;2020-12-23 00:00:00.0000000;0;1;6
156;Brose Adds;1998-09-07 00:00:00.0000000;2020-10-24 00:00:00.0000000;1;0;5
157;Cortie Probet;2000-10-29 00:00:00.0000000;2019-10-02 00:00:00.0000000;0;1;2
158;Roddy Alcock;1993-09-28 00:00:00.0000000;2019-06-09 00:00:00.0000000;1;1;10
159;Sheilakathryn Ghirigori;2002-03-23 00:00:00.0000000;2013-02-06 00:00:00.0000000;0;0;12
160;Tomi Lowings;1995-09-24 00:00:00.0000000;2018-10-25 00:00:00.0000000;1;1;6
161;Judon Plank;1998-05-17 00:00:00.0000000;2021-09-15 00:00:00.0000000;1;1;13
162;Klaus Tomlett;2000-10-06 00:00:00.0000000;2014-12-01 00:00:00.0000000;0;0;13
163;Kendell Cranstone;2000-12-20 00:00:00.0000000;2013-06-02 00:00:00.0000000;0;1;12
164;Haven Hawler;1996-08-20 00:00:00.0000000;2013-12-11 00:00:00.0000000;1;1;2
165;Nikolia Dibley;1994-10-17 00:00:00.0000000;2021-03-18 00:00:00.0000000;1;1;12
166;Demetris Posnette;1999-11-22 00:00:00.0000000;2014-10-16 00:00:00.0000000;1;0;12
167;Charo Golsworthy;2003-06-22 00:00:00.0000000;2016-12-22 00:00:00.0000000;1;1;12
168;Guido Nehl;1994-01-23 00:00:00.0000000;2018-06-12 00:00:00.0000000;0;0;2
169;Lesya Cyster;2001-11-22 00:00:00.0000000;2016-03-21 00:00:00.0000000;1;1;12
170;Breena Mann;1992-03-08 00:00:00.0000000;2016-02-26 00:00:00.0000000;1;1;14
171;Bailie Stubbings;1997-09-26 00:00:00.0000000;2015-05-09 00:00:00.0000000;0;1;12
172;Mallory Gerler;2000-08-29 00:00:00.0000000;2011-01-02 00:00:00.0000000;1;1;13
173;Iolande Chasson;2002-05-26 00:00:00.0000000;2016-02-20 00:00:00.0000000;1;1;8
174;Desiri Orme;1998-01-25 00:00:00.0000000;2012-02-01 00:00:00.0000000;0;1;8
175;Caleb Gaudon;2003-01-21 00:00:00.0000000;2016-09-27 00:00:00.0000000;1;1;10
176;Angeli Brabender;2002-06-29 00:00:00.0000000;2018-03-09 00:00:00.0000000;0;1;10
177;Desmund Hamblett;1996-07-03 00:00:00.0000000;2022-11-12 00:00:00.0000000;0;1;10
178;Carie Rudman;1993-11-06 00:00:00.0000000;2018-10-12 00:00:00.0000000;0;1;4
179;Ermin Garrad;2000-05-24 00:00:00.0000000;2011-09-18 00:00:00.0000000;0;0;10
180;Myrilla Brezlaw;2000-09-13 00:00:00.0000000;2010-10-06 00:00:00.0000000;1;1;6
181;Ode MacNeil;2002-03-13 00:00:00.0000000;2022-08-03 00:00:00.0000000;0;0;12
182;Jennifer Tersay;1992-01-24 00:00:00.0000000;2011-05-04 00:00:00.0000000;1;0;14
183;Di Playfoot;1995-02-20 00:00:00.0000000;2017-12-14 00:00:00.0000000;0;1;8
184;Robin Posen;1999-11-27 00:00:00.0000000;2016-02-23 00:00:00.0000000;0;0;12
185;Bondie Kilday;1990-07-22 00:00:00.0000000;2019-08-17 00:00:00.0000000;1;1;2
186;Doreen Croley;1996-06-16 00:00:00.0000000;2023-07-18 00:00:00.0000000;0;0;2
187;Myrvyn Couling;1993-06-16 00:00:00.0000000;2019-11-12 00:00:00.0000000;1;0;3
188;Ad Grooby;1997-10-02 00:00:00.0000000;2019-04-09 00:00:00.0000000;1;1;2
189;Wilt Hyam;1993-04-29 00:00:00.0000000;2016-05-31 00:00:00.0000000;1;0;9
190;Donica Kalb;1997-11-12 00:00:00.0000000;2017-08-25 00:00:00.0000000;1;1;2
191;Jacobo Burden;1994-07-07 00:00:00.0000000;2015-10-07 00:00:00.0000000;1;1;2
192;Madelena Kruse;1999-01-20 00:00:00.0000000;2014-12-05 00:00:00.0000000;1;1;12
193;Olga Grigolon;1992-04-16 00:00:00.0000000;2017-06-22 00:00:00.0000000;1;1;5
194;Timmie Dranfield;2002-02-16 00:00:00.0000000;2021-10-22 00:00:00.0000000;1;0;12
195;Port Rottcher;1998-08-18 00:00:00.0000000;2017-10-06 00:00:00.0000000;1;1;12
196;Lanny Piwell;1994-05-08 00:00:00.0000000;2019-08-21 00:00:00.0000000;1;1;6
197;Florida Frondt;1997-03-14 00:00:00.0000000;2017-01-29 00:00:00.0000000;1;0;6
198;Osbourne Owen;1990-10-01 00:00:00.0000000;2018-06-05 00:00:00.0000000;0;0;12
199;Felic Orange;1991-09-10 00:00:00.0000000;2019-05-01 00:00:00.0000000;0;0;13
200;Nisse Grigorio;1999-12-16 00:00:00.0000000;2014-05-18 00:00:00.0000000;1;1;6
201;Abby Christofe;1992-09-27 00:00:00.0000000;2013-04-02 00:00:00.0000000;1;1;6
202;Ansel Rainard;2002-08-21 00:00:00.0000000;2022-12-11 00:00:00.0000000;0;1;13
203;Forster Sumshon;1998-07-09 00:00:00.0000000;2010-12-08 00:00:00.0000000;0;0;14
204;Sarette Pigrome;2000-12-09 00:00:00.0000000;2012-10-03 00:00:00.0000000;1;1;12
205;Reynold Summers;2003-08-17 00:00:00.0000000;2022-07-23 00:00:00.0000000;0;1;14
206;Arin Gagen;1996-12-08 00:00:00.0000000;2021-08-31 00:00:00.0000000;1;0;10
207;Melita Cocker;1992-02-20 00:00:00.0000000;2022-12-12 00:00:00.0000000;0;1;9
208;Fayre Geekin;1999-08-05 00:00:00.0000000;2012-03-27 00:00:00.0000000;1;0;3
209;Mose Beminster;2001-12-16 00:00:00.0000000;2015-12-28 00:00:00.0000000;0;1;13
210;Jasmin Eggleton;1998-03-15 00:00:00.0000000;2017-11-05 00:00:00.0000000;1;1;8
211;Trudi Roderham;1992-05-17 00:00:00.0000000;2012-10-25 00:00:00.0000000;0;1;14
212;Nedi Franzel;2000-05-14 00:00:00.0000000;2019-05-26 00:00:00.0000000;1;0;4
213;Nina De Minico;1997-04-17 00:00:00.0000000;2020-06-18 00:00:00.0000000;1;0;14
214;Laurence Muckloe;1994-05-09 00:00:00.0000000;2022-01-28 00:00:00.0000000;0;1;6
215;Ciel McMaster;2001-09-26 00:00:00.0000000;2022-07-11 00:00:00.0000000;0;1;9
216;Naomi Sillwood;2000-07-20 00:00:00.0000000;2020-06-18 00:00:00.0000000;0;0;10
217;Gillian Viccary;1995-04-24 00:00:00.0000000;2014-10-31 00:00:00.0000000;0;0;9
218;Richy Brandel;1999-05-21 00:00:00.0000000;2014-04-21 00:00:00.0000000;1;1;13
219;Elene Perrottet;2001-06-28 00:00:00.0000000;2018-12-07 00:00:00.0000000;0;1;5
220;Ogdan Poutress;1993-09-14 00:00:00.0000000;2017-12-24 00:00:00.0000000;1;1;14
221;Tiffany Catt;2002-08-23 00:00:00.0000000;2016-07-14 00:00:00.0000000;1;0;6
222;Hugo Pereira;1992-09-28 00:00:00.0000000;2015-05-25 00:00:00.0000000;1;0;5
223;Malia Milberry;1993-03-06 00:00:00.0000000;2023-08-04 00:00:00.0000000;1;0;10
224;Geoffry Pennycuick;1991-09-15 00:00:00.0000000;2014-10-01 00:00:00.0000000;1;1;9
225;Hebert Dunsford;2001-07-04 00:00:00.0000000;2015-04-24 00:00:00.0000000;0;1;10
226;Katlin Pettie;2000-03-23 00:00:00.0000000;2020-11-06 00:00:00.0000000;1;0;8
227;Barthel Randleson;2002-04-29 00:00:00.0000000;2021-10-17 00:00:00.0000000;0;1;2
228;Friederike Feragh;1999-12-01 00:00:00.0000000;2015-03-29 00:00:00.0000000;1;1;12
229;Kermy Gofforth;1995-08-18 00:00:00.0000000;2017-06-07 00:00:00.0000000;1;1;5
230;Oliver Vallerine;2001-01-10 00:00:00.0000000;2014-04-06 00:00:00.0000000;0;0;5
231;Bruis Edgerton;1997-03-13 00:00:00.0000000;2019-04-06 00:00:00.0000000;1;1;4
232;Mellicent Ephson;1996-12-12 00:00:00.0000000;2018-09-17 00:00:00.0000000;0;1;8
233;Renae Burgher;2001-04-19 00:00:00.0000000;2014-06-22 00:00:00.0000000;1;0;14
234;Devondra Von Welden;2000-02-26 00:00:00.0000000;2020-07-04 00:00:00.0000000;0;1;10
235;Rudy Armfirld;1995-07-06 00:00:00.0000000;2015-02-17 00:00:00.0000000;0;1;12
236;Kile Deverose;1994-03-02 00:00:00.0000000;2019-07-23 00:00:00.0000000;1;0;2
237;Berny Reddick;2002-12-30 00:00:00.0000000;2018-08-28 00:00:00.0000000;1;1;5
238;Shelbi Jakov;1998-07-03 00:00:00.0000000;2016-09-05 00:00:00.0000000;1;1;2
239;Iorgo Van den Oord;1992-02-07 00:00:00.0000000;2011-01-24 00:00:00.0000000;1;1;2
240;Janith De Meyer;1991-06-14 00:00:00.0000000;2021-07-15 00:00:00.0000000;0;1;9
241;Loria Riste;1996-06-04 00:00:00.0000000;2015-10-30 00:00:00.0000000;1;1;2
242;Jeannette Ikins;1996-01-13 00:00:00.0000000;2011-03-24 00:00:00.0000000;1;0;6
243;Sabrina Zink;1991-07-23 00:00:00.0000000;2017-05-24 00:00:00.0000000;1;1;13
244;Etan Thorns;1993-03-23 00:00:00.0000000;2013-08-29 00:00:00.0000000;0;0;9
245;Erich Tingcomb;1994-02-15 00:00:00.0000000;2021-02-02 00:00:00.0000000;1;1;13
246;Domenic Keeting;2003-08-04 00:00:00.0000000;2021-04-19 00:00:00.0000000;1;1;6
247;Jayson Heskin;1998-06-09 00:00:00.0000000;2018-10-12 00:00:00.0000000;0;1;13
248;Eliot Ortega;1996-05-05 00:00:00.0000000;2015-11-14 00:00:00.0000000;0;1;10
249;Adoree Dykes;1992-09-30 00:00:00.0000000;2016-09-09 00:00:00.0000000;1;1;14
250;Giuseppe Francescotti;1998-09-29 00:00:00.0000000;2011-09-20 00:00:00.0000000;1;0;10
251;Enos Bamb;1994-03-08 00:00:00.0000000;2022-02-11 00:00:00.0000000;0;1;2
252;Meier Terrington;1994-05-30 00:00:00.0000000;2014-01-31 00:00:00.0000000;1;1;9
253;Ozzie Rain;1996-03-22 00:00:00.0000000;2023-03-22 00:00:00.0000000;0;0;5
254;Rhody Greedy;1994-08-24 00:00:00.0000000;2015-02-22 00:00:00.0000000;0;1;2
255;Rozalin Mathivon;1996-06-28 00:00:00.0000000;2017-11-26 00:00:00.0000000;1;0;4
256;Consalve Pixton;2001-06-23 00:00:00.0000000;2014-01-06 00:00:00.0000000;0;0;12
257;Darda Leyshon;1993-05-27 00:00:00.0000000;2020-02-03 00:00:00.0000000;0;0;13
258;Eleanore Littlefield;1993-05-08 00:00:00.0000000;2012-03-30 00:00:00.0000000;1;0;3
259;Tiebold Attarge;2000-09-23 00:00:00.0000000;2021-08-05 00:00:00.0000000;1;1;8
260;Etan Bratt;1999-03-25 00:00:00.0000000;2018-04-03 00:00:00.0000000;1;1;9
261;Grier Moyne;1990-12-30 00:00:00.0000000;2011-11-04 00:00:00.0000000;1;1;14
262;Kingsley Pezey;1993-02-07 00:00:00.0000000;2021-11-11 00:00:00.0000000;0;0;3
263;Lorinda Pantridge;1991-04-02 00:00:00.0000000;2013-09-09 00:00:00.0000000;0;1;9
264;Irma Woodroofe;1991-06-13 00:00:00.0000000;2020-03-27 00:00:00.0000000;0;0;13
265;Davy McLeod;1997-02-27 00:00:00.0000000;2012-11-18 00:00:00.0000000;1;0;12
266;Archaimbaud Coventon;1992-02-15 00:00:00.0000000;2017-04-18 00:00:00.0000000;1;1;12
267;Barbi Greenier;1998-10-15 00:00:00.0000000;2011-06-19 00:00:00.0000000;1;1;8
268;Romy Deetch;1994-08-30 00:00:00.0000000;2020-09-04 00:00:00.0000000;0;1;12
269;Drucie Layton;1995-08-04 00:00:00.0000000;2021-10-19 00:00:00.0000000;1;0;4
270;Bordie Balm;2001-01-11 00:00:00.0000000;2014-07-01 00:00:00.0000000;0;0;13
271;Suzie MacDuffie;1995-09-11 00:00:00.0000000;2018-08-24 00:00:00.0000000;0;1;10
272;Latisha Weins;2002-12-28 00:00:00.0000000;2012-05-27 00:00:00.0000000;0;1;9
273;Rosemaria Rowswell;2002-12-14 00:00:00.0000000;2017-08-02 00:00:00.0000000;1;0;10
274;Georgianna Brammer;1995-06-04 00:00:00.0000000;2011-01-03 00:00:00.0000000;0;1;10
275;Dorry Blind;1993-10-04 00:00:00.0000000;2015-06-29 00:00:00.0000000;0;0;4
